Dataset,Type,,Name,Type,SN,SP,ACC,MCC,AUPR,AUC,Dataset,ACC_Rank,MCC_Rank,AUPR_Rank,AUC_Rank
AmPEP,Mean,862,ProtTrans_Prot_t5_xl_uniref50,Mean,0.9596123265114092,0.9580663373323924,0.9588393319219006,0.9178266319227364,0.9767458767884646,0.9747582713674798,AmPEP,4.0,4.0,8.0,12.0
AmPEP,Mean,863,ProtTrans_Prot_xlnet,Mean,0.9467494707127736,0.9461529051987768,0.9464511879557752,0.8931387695310489,0.9736327917420152,0.9727097041409052,AmPEP,19.0,19.0,17.0,16.0
AmPEP,Mean,865,Tape_bert-base,Mean,0.9345208186309104,0.9369541284403672,0.9357374735356389,0.8715697191425387,0.9627400863396296,0.9582704646898088,AmPEP,23.0,23.0,23.0,23.0
AmPEP,Mean,867,esm1_t12_85M_UR50S,Mean,0.945520583392143,0.9464398964949424,0.9459802399435426,0.8920164190084112,0.9697106743618542,0.9671840058931988,AmPEP,21.0,21.0,21.0,21.0
AmPEP,Mean,869,esm1_t34_670M_UR100,Mean,0.9544022582921664,0.9525711597271233,0.9534867090096448,0.9071214659282806,0.9720464844562624,0.968908289558503,AmPEP,13.0,13.0,19.0,20.0
AmPEP,Mean,871,esm1_t34_670M_UR50D,Mean,0.958689249588332,0.9571583156904258,0.9579237826393788,0.9160322003509724,0.975662192612677,0.9728769952256656,AmPEP,6.0,6.0,14.0,15.0
AmPEP,Mean,873,esm1_t34_670M_UR50S,Mean,0.9593083980239944,0.9522578216890144,0.9557831098565044,0.9117420020810912,0.9757549349538106,0.9737385050313484,AmPEP,11.0,11.0,13.0,13.0
AmPEP,Mean,875,esm1_t6_43M_UR50S,Mean,0.9433761467889908,0.945220418725006,0.9442982827569985,0.8887324428255639,0.971226073792356,0.969048407799878,AmPEP,22.0,22.0,20.0,19.0
AmPEP,Mean,877,esm1b_t33_650M_UR50S,Mean,0.9537925194071984,0.9504229593036932,0.9521077393554456,0.9044080914502044,0.9760801559753288,0.97587201375729,AmPEP,15.0,15.0,12.0,9.0
AmPEP,Mean,879,esm1v_t33_650M_UR90S_1,Mean,0.955319689484827,0.9510326981886614,0.9531761938367442,0.9066095076189477,0.97302971003556,0.9701956153330964,AmPEP,14.0,14.0,18.0,18.0
AmPEP,Mean,881,esm1v_t33_650M_UR90S_2,Mean,0.9623646200893908,0.9550157609974124,0.9586901905434017,0.9174959928184832,0.9785116591776438,0.9773610425366034,AmPEP,5.0,5.0,2.0,4.0
AmPEP,Mean,883,esm1v_t33_650M_UR90S_3,Mean,0.9577737003058104,0.9544003763820278,0.9560870383439192,0.9123131227356784,0.9750419675000144,0.973130613437518,AmPEP,10.0,10.0,15.0,14.0
AmPEP,Mean,885,esm1v_t33_650M_UR90S_4,Mean,0.9593083980239944,0.9553159256645496,0.957312161844272,0.9148271677515312,0.9771706125366396,0.9750160054243814,AmPEP,7.5,7.0,4.0,11.0
AmPEP,Mean,887,esm1v_t33_650M_UR90S_5,Mean,0.9608318042813456,0.9537925194071984,0.957312161844272,0.9147859423125644,0.9768492937360164,0.97628452341738,AmPEP,7.5,8.0,6.0,6.0
AmPEP,Mean,889,esm2_t12_35M_UR50D,Mean,0.9201251470242297,0.9311474947071277,0.9256363208656786,0.8514065137770512,0.9610799369688796,0.958037403479752,AmPEP,24.0,24.0,24.0,24.0
AmPEP,Mean,891,esm2_t30_150M_UR50D,Mean,0.9513441543166314,0.941548812044225,0.9464464831804282,0.8930080704232198,0.967882280743901,0.9639235062009016,AmPEP,20.0,20.0,22.0,22.0
AmPEP,Mean,893,esm2_t33_650M_UR50D,Mean,0.9596066807809926,0.9531771347918137,0.9563919077864032,0.912952858903165,0.9767273571430204,0.9750543890335684,AmPEP,9.0,9.0,9.0,10.0
AmPEP,Mean,895,esm2_t36_3B_UR50D,Mean,0.9626685485768056,0.9565485768054576,0.9596085626911316,0.9193241256641006,0.9749071346079984,0.9713894962564608,AmPEP,3.0,3.0,16.0,17.0
AmPEP,Mean,897,esm2_t48_15B_UR50D,Mean,0.9694001411432605,0.961439661256175,0.9654199011997175,0.93093254058509,0.9800836397138122,0.9790547936508884,AmPEP,1.0,1.0,1.0,2.0
AmPEP,Mean,899,esm2_t6_8M_UR50D,Mean,0.9534942366502,0.9427739355445776,0.9481340860973888,0.896491391362993,0.9767881716105624,0.9825197960954128,AmPEP,18.0,18.0,7.0,1.0
AmPEP,Weight,456,ProtTrans_Prot_albert,Weight,0.9758202775817456,0.955319689484827,0.9655699835332864,0.9314438626276969,0.9874217543614838,0.990028285888535,AmPEP,13.0,13.0,15.0,15.0
AmPEP,Weight,457,ProtTrans_Prot_bert,Weight,0.9675615149376618,0.9381848976711362,0.952873206304399,0.9063258029495764,0.9810331058590382,0.9851553397844424,AmPEP,22.0,22.0,23.0,22.0
AmPEP,Weight,458,ProtTrans_Prot_bert_bfd,Weight,0.9684827099505998,0.9476706657257116,0.9580766878381558,0.916495921498258,0.9842959483473086,0.987866946350122,AmPEP,20.0,20.0,20.0,20.0
AmPEP,Weight,459,ProtTrans_Prot_t5_xl_bfd,Weight,0.972152434721242,0.955010115266996,0.9635812749941192,0.9275556793808484,0.9875259443345475,0.9907780853888504,AmPEP,17.0,17.0,14.0,12.0
AmPEP,Weight,460,ProtTrans_Prot_t5_xl_uniref50,Weight,0.9724563632086568,0.959604798870854,0.9660305810397556,0.9322336734449672,0.986130383475668,0.9901077317498904,AmPEP,12.0,12.0,19.0,14.0
AmPEP,Weight,461,ProtTrans_Prot_xlnet,Weight,0.9660381086803106,0.9492034815337568,0.9576207951070336,0.9155291138908208,0.983566542042844,0.9874491659559976,AmPEP,21.0,21.0,21.0,21.0
AmPEP,Weight,462,Tape_bert-base,Weight,0.9648167490002352,0.954398494471889,0.9596076217360622,0.9194193551905868,0.986840528845837,0.9889660949540092,AmPEP,19.0,19.0,17.0,18.0
AmPEP,Weight,463,esm1_t12_85M_UR50S,Weight,0.9715389320159964,0.9574622441778404,0.9645005880969184,0.9291469945087548,0.9871421848628884,0.9898302082015268,AmPEP,15.0,15.0,16.0,16.0
AmPEP,Weight,464,esm1_t34_670M_UR100,Weight,0.9742968713243944,0.9556273817925194,0.9649621265584568,0.9302860492905038,0.9887187384130488,0.9907375715689464,AmPEP,14.0,14.0,8.0,13.0
AmPEP,Weight,465,esm1_t34_670M_UR50D,Weight,0.97796095036462,0.9574678899082568,0.9677144201364384,0.935691798513561,0.9897148519647236,0.9916755598298068,AmPEP,4.0,4.0,5.0,5.0
AmPEP,Weight,466,esm1_t34_670M_UR50S,Weight,0.9749084921195014,0.952873206304399,0.96389084921195,0.9281615823580652,0.9892698450872632,0.9913835061068283,AmPEP,16.0,16.0,6.0,7.0
AmPEP,Weight,467,esm1_t6_43M_UR50S,Weight,0.9764356621971302,0.957768054575394,0.967101858386262,0.9344867522795832,0.9876386384155652,0.9898220569939652,AmPEP,9.0,9.0,13.0,17.0
AmPEP,Weight,468,esm1b_t33_650M_UR50S,Weight,0.9761298517995766,0.9574641260879794,0.966796988943778,0.9338546212669238,0.990336744918244,0.9920800222898556,AmPEP,11.0,11.0,3.0,4.0
AmPEP,Weight,469,esm1v_t33_650M_UR90S_1,Weight,0.9758221594918842,0.95807010115267,0.9669461303222772,0.9341529669641052,0.987958288404776,0.99125868580274,AmPEP,10.0,10.0,11.0,9.0
AmPEP,Weight,470,esm1v_t33_650M_UR90S_2,Weight,0.9776607856974828,0.9565466948953188,0.9671037402964008,0.9345259691722853,0.9877852503402932,0.9910291576742208,AmPEP,8.0,8.0,12.0,11.0
AmPEP,Weight,471,esm1v_t33_650M_UR90S_3,Weight,0.9773474476593742,0.9574584803575628,0.9674029640084688,0.9351073011765598,0.9880138189357774,0.9914939405426406,AmPEP,7.0,7.0,10.0,6.0
AmPEP,Weight,472,esm1v_t33_650M_UR90S_4,Weight,0.9782705245824512,0.9568430957421784,0.9675568101623148,0.9354356272084854,0.9883183248622676,0.9912223977232916,AmPEP,6.0,6.0,9.0,10.0
AmPEP,Weight,473,esm1v_t33_650M_UR90S_5,Weight,0.9794937661726651,0.9571545518701482,0.9683241590214068,0.9370555866317984,0.9887293993116596,0.9912926185417176,AmPEP,2.0,2.0,7.0,8.0
AmPEP,Weight,474,esm2_t12_35M_UR50D,Weight,0.95501952481769,0.9504267231239708,0.9527231239708304,0.9056023347023304,0.981370274624686,0.9850195279564202,AmPEP,23.0,23.0,22.0,23.0
AmPEP,Weight,475,esm2_t30_150M_UR50D,Weight,0.9648111032698188,0.9562408844977652,0.960525993883792,0.9212137448928648,0.986135549354116,0.9885161252284806,AmPEP,18.0,18.0,18.0,19.0
AmPEP,Weight,476,esm2_t33_650M_UR50D,Weight,0.97643566219713,0.9599106092684074,0.9681731357327688,0.9365560372468126,0.989872522639877,0.9921060000693928,AmPEP,3.0,3.0,4.0,3.0
AmPEP,Weight,477,esm2_t36_3B_UR50D,Weight,0.9755201129146084,0.9598993178075746,0.9677097153610916,0.935610515104032,0.9909594277321528,0.9924270507693512,AmPEP,5.0,5.0,1.0,2.0
AmPEP,Weight,478,esm2_t48_15B_UR50D,Weight,0.9761279698894376,0.9644958833215714,0.9703119266055046,0.9407563642465616,0.9907082510084592,0.9926512216915933,AmPEP,1.0,1.0,2.0,1.0
AmPEP,Weight,479,esm2_t6_8M_UR50D,Weight,0.9409409550693956,0.9470571630204658,0.9439990590449304,0.8881778822364741,0.9743890321352918,0.9804917861406792,AmPEP,24.0,24.0,24.0,24.0
GD,CLS,900,ProtTrans_Prot_albert,CLS,0.9350195300417162,0.940553266627428,0.937786852312426,0.8756286129944071,0.9711928040795884,0.973831835884555,GD,20.0,20.0,20.0,21.0
GD,CLS,902,ProtTrans_Prot_bert,CLS,0.9505001797429584,0.9376692171865804,0.9440845058778212,0.8882452047871359,0.9681068237312208,0.9772677343102404,GD,17.0,17.0,21.0,19.0
GD,CLS,904,ProtTrans_Prot_bert_bfd,CLS,0.9594468288851786,0.9436727486756916,0.9515597645013492,0.9032373285377427,0.9786568615248316,0.9839514431659316,GD,16.0,16.0,14.0,15.0
GD,CLS,909,Tape_bert-base,CLS,0.9448498656957512,0.9432018834608592,0.944025656438938,0.8880659035010818,0.9770459580874268,0.9817032861146154,GD,18.0,18.0,17.0,16.0
GD,CLS,911,esm1_t12_85M_UR50S,CLS,0.9659198922941375,0.947851677457328,0.9568860636474724,0.9139307021949172,0.9847711033483396,0.9877725470074696,GD,1.0,1.0,2.0,1.0
GD,CLS,913,esm1_t34_670M_UR100,CLS,0.9625659997294388,0.9464390818128312,0.95450279355554,0.909126325428904,0.979904215940917,0.9857959988372816,GD,13.0,13.0,8.0,7.0
GD,CLS,915,esm1_t34_670M_UR50D,CLS,0.9646254460448224,0.9460859329017068,0.9553558599192084,0.9108718353369044,0.9791155043234604,0.9856113170047058,GD,9.0,9.0,12.0,11.0
GD,CLS,917,esm1_t34_670M_UR50S,CLS,0.9638012586333116,0.9487934078869924,0.956297694376772,0.9127037644989224,0.980181991387132,0.9861006858398936,GD,4.0,4.0,6.0,4.0
GD,CLS,919,esm1_t6_43M_UR50S,CLS,0.9597411368995564,0.951795173631548,0.9557680705629468,0.911568793949581,0.984904465789481,0.9877162707579948,GD,6.0,6.0,1.0,2.0
GD,CLS,921,esm1b_t33_650M_UR50S,CLS,0.9635653750060436,0.9496174220129489,0.9565917338672234,0.9132790910265292,0.9784044235966076,0.9857775883817677,GD,3.0,3.0,15.0,8.0
GD,CLS,923,esm1v_t33_650M_UR90S_1,CLS,0.9641551008090664,0.9467922307239552,0.9554737235173756,0.91108988433974,0.9799679781406152,0.9857124526634322,GD,8.0,8.0,7.0,10.0
GD,CLS,925,esm1v_t33_650M_UR90S_2,CLS,0.9667454146532062,0.9467333725721012,0.9567394727238172,0.9136664036285695,0.979513478865264,0.9858474242342756,GD,2.0,2.0,10.0,6.0
GD,CLS,927,esm1v_t33_650M_UR90S_3,CLS,0.965802886510168,0.9460859329017068,0.9559443807987866,0.9120789066248844,0.9806992513663172,0.9859246734989824,GD,5.0,5.0,5.0,5.0
GD,CLS,929,esm1v_t33_650M_UR90S_4,CLS,0.9655076601190752,0.9448499117127722,0.9551788089731386,0.9105561218290574,0.97962685134629,0.9852569134357076,GD,11.0,11.0,9.0,12.0
GD,CLS,931,esm1v_t33_650M_UR90S_5,CLS,0.96468416554375,0.9464390818128312,0.9555618548065634,0.911286879898722,0.978312606986838,0.9857675204644772,GD,7.0,7.0,16.0,9.0
GD,CLS,933,esm2_t12_35M_UR50D,CLS,0.9594467594363026,0.94467333725721,0.9520599202182686,0.9042449201112188,0.9813385069613512,0.9850396696427204,GD,15.0,15.0,4.0,14.0
GD,CLS,935,esm2_t30_150M_UR50D,CLS,0.9612706347973764,0.9492054149499703,0.9552380959503874,0.9105579940612056,0.9822347907605696,0.986617048190961,GD,10.0,10.0,3.0,3.0
GD,CLS,937,esm2_t33_650M_UR50D,CLS,0.9615071246792593,0.9487345497351384,0.9551205702153478,0.910324334630964,0.9794222101139038,0.98524773615738,GD,12.0,12.0,11.0,13.0
GD,CLS,939,esm2_t36_3B_UR50D,CLS,0.9257817964126356,0.9401412595644498,0.932960834467916,0.8660494146914279,0.9730243397345052,0.976839132959624,GD,21.0,21.0,19.0,20.0
GD,CLS,941,esm2_t48_15B_UR50D,CLS,0.9514417028665044,0.953678634490877,0.952560578373394,0.905145177235662,0.9790925501276212,0.9798302293499944,GD,14.0,14.0,13.0,18.0
GD,CLS,943,esm2_t6_8M_UR50D,CLS,0.9476738268531684,0.9351971748087108,0.9414358412721976,0.8829502651336393,0.9761886446922348,0.9798690265278572,GD,19.0,19.0,18.0,17.0
GD,Mean,901,ProtTrans_Prot_albert,Mean,0.9388459342176344,0.9432607416127132,0.9410536445142657,0.8821354412490079,0.9742119379233302,0.9760522999912136,GD,22.0,22.0,23.0,23.0
GD,Mean,903,ProtTrans_Prot_bert,Mean,0.9614476425892372,0.9429075927015892,0.9521775932018764,0.9045186651968736,0.980540237845195,0.98526301568263,GD,14.0,14.0,13.0,15.0
GD,Mean,905,ProtTrans_Prot_bert_bfd,Mean,0.9531483122704508,0.9438493231312536,0.9484988719178282,0.8970397933655374,0.9787807617991234,0.9838916307910054,GD,19.0,19.0,20.0,18.0
GD,Mean,906,ProtTrans_Prot_t5_xl_bfd,Mean,0.9592117599815664,0.9499705709240732,0.9545907515260844,0.9092433114351832,0.9823673492347405,0.986526251368699,GD,7.0,7.0,5.0,4.0
GD,Mean,907,ProtTrans_Prot_t5_xl_uniref50,Mean,0.9604464815288424,0.955444379046498,0.957945575372468,0.9159065566629052,0.9831260105164402,0.9869054839678796,GD,1.0,1.0,3.0,1.0
GD,Mean,908,ProtTrans_Prot_xlnet,Mean,0.9420822319376504,0.9428487345497352,0.9424659932808476,0.8849425215040988,0.9754179482355668,0.9810593031126328,GD,21.0,21.0,22.0,20.0
GD,Mean,910,Tape_bert-base,Mean,0.9459678412649766,0.9453796350794584,0.9456736457769518,0.8913580958882287,0.979430481572798,0.9831055542314,GD,20.0,20.0,16.0,19.0
GD,Mean,912,esm1_t12_85M_UR50S,Mean,0.9585634363834664,0.9455562095350206,0.9520597209289812,0.9042004867475664,0.9831612089472436,0.9863021514556118,GD,15.0,15.0,2.0,5.0
GD,Mean,914,esm1_t34_670M_UR100,Mean,0.9576215669948434,0.946144791053561,0.9518828432480148,0.9038350671093418,0.9808279753035412,0.985539798207498,GD,16.0,16.0,11.0,11.0
GD,Mean,916,esm1_t34_670M_UR50D,Mean,0.960092760812112,0.94773396115362,0.9539140343733438,0.907919182267184,0.9793289625685764,0.9853283410488674,GD,10.0,10.0,17.0,13.0
GD,Mean,918,esm1_t34_670M_UR50S,Mean,0.9610941124131692,0.948557975279576,0.9548261495416684,0.909731837535802,0.9799800231587196,0.985161480294245,GD,6.0,6.0,14.0,16.0
GD,Mean,920,esm1_t6_43M_UR50S,Mean,0.9560331420471516,0.9474985285462036,0.951765482149242,0.9035704556868231,0.9821784536222712,0.9856470602445484,GD,17.0,17.0,8.0,10.0
GD,Mean,922,esm1b_t33_650M_UR50S,Mean,0.9609764826910324,0.94802825191289,0.954502252081058,0.9090852772458692,0.9792387929776014,0.9853490357869822,GD,8.0,8.0,18.0,12.0
GD,Mean,924,esm1v_t33_650M_UR90S_1,Mean,0.962331034968537,0.9449087698646264,0.9536198042530356,0.9073853206471562,0.9798130393528852,0.9853276312793682,GD,11.0,11.0,15.0,14.0
GD,Mean,926,esm1v_t33_650M_UR90S_2,Mean,0.9642723666437804,0.9474985285462036,0.9558857999246382,0.9119136126284552,0.9807683416154528,0.9858444957536816,GD,2.0,2.0,12.0,9.0
GD,Mean,928,esm1v_t33_650M_UR90S_3,Mean,0.9602112743395426,0.947969393761036,0.9540903965810664,0.9082528244611654,0.9826516956368748,0.9866036025062854,GD,9.0,9.0,4.0,3.0
GD,Mean,930,esm1v_t33_650M_UR90S_4,Mean,0.9619767073239212,0.9487934078869924,0.9553851287115296,0.910859290693016,0.9822669252258608,0.9861176536797004,GD,4.0,4.0,6.0,6.0
GD,Mean,932,esm1v_t33_650M_UR90S_5,Mean,0.9605640768019704,0.9459093584461448,0.9532368450674596,0.9065794292832934,0.9813922821438852,0.985861019356846,GD,12.0,12.0,10.0,8.0
GD,Mean,934,esm2_t12_35M_UR50D,Mean,0.9543253540933324,0.9468510888758092,0.9505882410702036,0.9012046264083377,0.9815520973736336,0.984846192520387,GD,18.0,18.0,9.0,17.0
GD,Mean,936,esm2_t30_150M_UR50D,Mean,0.9609760146608984,0.9494997057092408,0.9552380266672916,0.9105440930075211,0.9837304112697548,0.986774549574086,GD,5.0,5.0,1.0,2.0
GD,Mean,938,esm2_t33_650M_UR50D,Mean,0.9610370218719017,0.9506768687463214,0.955856219178645,0.9117859385831172,0.9822107657403316,0.9860444674022708,GD,3.0,3.0,7.0,7.0
GD,Mean,940,esm2_t36_3B_UR50D,Mean,0.9302530065266216,0.9410829899941142,0.93566774649841,0.8713927554639962,0.9731353371289404,0.9747883665340538,GD,24.0,24.0,24.0,24.0
GD,Mean,942,esm2_t48_15B_UR50D,Mean,0.9519136076722508,0.953560918187169,0.9527370532072578,0.9054867036415476,0.9790358575675172,0.9795333588921462,GD,13.0,13.0,19.0,22.0
GD,Mean,944,esm2_t6_8M_UR50D,Mean,0.9411404667529448,0.9383166568569749,0.9397287296008504,0.8794771837305857,0.975944535534856,0.9795841605670542,GD,23.0,23.0,21.0,21.0
GD,Weight,480,ProtTrans_Prot_albert,Weight,0.970923269823364,0.951854031783402,0.9613888208284312,0.922947740607292,0.9866512222964658,0.9893194936948564,GD,10.0,9.0,9.0,10.0
GD,Weight,481,ProtTrans_Prot_bert,Weight,0.9603874159484568,0.944496762801648,0.952442134402142,0.9050071495744618,0.982733049750595,0.9861121778258036,GD,19.0,19.0,20.0,18.0
GD,Weight,482,ProtTrans_Prot_bert_bfd,Weight,0.958798054450846,0.9415538552089464,0.9501762773196768,0.9005005051256415,0.9808332519518111,0.984646013184529,GD,22.0,22.0,22.0,22.0
GD,Weight,483,ProtTrans_Prot_t5_xl_bfd,Weight,0.9686882020005548,0.9510300176574455,0.9598586776855892,0.9198747938534644,0.9853564887628818,0.988594898427111,GD,15.0,15.0,15.0,15.0
GD,Weight,484,ProtTrans_Prot_t5_xl_uniref50,Weight,0.9699232007312706,0.9562683931724544,0.9630957635949844,0.9262795733150094,0.986427005787695,0.9893564525108198,GD,4.0,4.0,10.0,9.0
GD,Weight,485,ProtTrans_Prot_xlnet,Weight,0.953911734715738,0.9438493231312536,0.9488810296471328,0.8978180777698415,0.9800915307647988,0.9841137623814584,GD,23.0,23.0,23.0,23.0
GD,Weight,486,Tape_bert-base,Weight,0.9555021533041964,0.9449676280164802,0.9502350271751048,0.9005249044080275,0.9838738467540616,0.9858323901765544,GD,21.0,21.0,18.0,20.0
GD,Weight,487,esm1_t12_85M_UR50S,Weight,0.9660965187598488,0.9500294290759268,0.9580631271087462,0.9162528240606892,0.985289959260082,0.9880404386906556,GD,16.0,16.0,16.0,16.0
GD,Weight,488,esm1_t34_670M_UR100,Weight,0.971630208838888,0.948381400824014,0.9600056064953176,0.9202742371668984,0.9855787086555564,0.9889123507061734,GD,14.0,14.0,13.0,13.0
GD,Weight,489,esm1_t34_670M_UR50D,Weight,0.968864325803504,0.9539140670982932,0.9613891240002952,0.9228846647325918,0.9855792265955324,0.9891542682087472,GD,9.0,11.0,12.0,12.0
GD,Weight,490,esm1_t34_670M_UR50S,Weight,0.9698053285195286,0.9529723366686286,0.961388760143578,0.9229102658013963,0.985498571074474,0.9888477079400576,GD,11.0,10.0,14.0,14.0
GD,Weight,491,esm1_t6_43M_UR50S,Weight,0.9610924655883376,0.9502060035314892,0.9556497694952506,0.911368264594474,0.9823828387165214,0.9858952394531512,GD,18.0,18.0,21.0,19.0
GD,Weight,492,esm1b_t33_650M_UR50S,Weight,0.9698062990288052,0.955267804590936,0.9625369143318838,0.925176747029862,0.9861746967977268,0.9892211465135125,GD,7.0,7.0,11.0,11.0
GD,Weight,493,esm1v_t33_650M_UR90S_1,Weight,0.971335658151286,0.9510300176574455,0.9611828389302222,0.922558712596816,0.987117765238022,0.9897572099527864,GD,12.0,12.0,8.0,8.0
GD,Weight,494,esm1v_t33_650M_UR90S_2,Weight,0.9722770941424032,0.9540317834020012,0.963154496154496,0.9264664742787004,0.987589484297954,0.9902243378731096,GD,3.0,3.0,3.0,3.0
GD,Weight,495,esm1v_t33_650M_UR90S_3,Weight,0.9711588582164014,0.951795173631548,0.9614769000921966,0.9231301050295592,0.9875781248653216,0.9901149432769484,GD,8.0,8.0,4.0,5.0
GD,Weight,496,esm1v_t33_650M_UR90S_4,Weight,0.9731008655951356,0.9529134785167744,0.9630073464069028,0.9262072501220604,0.9882027831627636,0.9903313127427832,GD,5.0,5.0,1.0,1.0
GD,Weight,497,esm1v_t33_650M_UR90S_5,Weight,0.9712174391236094,0.9505002942907592,0.9608589847820636,0.921922027565068,0.9878699471612932,0.9900493586040232,GD,13.0,13.0,2.0,6.0
GD,Weight,498,esm2_t12_35M_UR50D,Weight,0.9553253361142036,0.9487345497351384,0.952030300527782,0.9040949870838706,0.9830517628739476,0.9855915201804356,GD,20.0,20.0,19.0,21.0
GD,Weight,499,esm2_t30_150M_UR50D,Weight,0.9613880216626702,0.9530900529723366,0.9572390696320956,0.914525017465406,0.984335865556244,0.9872769147999026,GD,17.0,17.0,17.0,17.0
GD,Weight,500,esm2_t33_650M_UR50D,Weight,0.9699241887404806,0.955797527957622,0.9628606991816498,0.925816091544828,0.9875208362089838,0.9899032665907204,GD,6.0,6.0,5.0,7.0
GD,Weight,501,esm2_t36_3B_UR50D,Weight,0.9703351560289256,0.9587404355503236,0.9645379010256836,0.9291421301107836,0.987497340116521,0.9901496887365936,GD,1.0,1.0,6.0,4.0
GD,Weight,502,esm2_t48_15B_UR50D,Weight,0.9679221101498042,0.9603884638022366,0.9641551757518216,0.9283436007981776,0.9872609507752524,0.9902535191985616,GD,2.0,2.0,7.0,2.0
GD,Weight,503,esm2_t6_8M_UR50D,Weight,0.9489681517658716,0.9382577987051206,0.9436135280444962,0.8872998201934477,0.9785245271823204,0.9807865907555928,GD,24.0,24.0,24.0,24.0
LMPred,CLS,720,esm2_t48_15B_UR50D,CLS,0.8749168330006654,0.8922872340425532,0.883604921849019,0.7673232220683971,0.9312918715237803,0.9238185862317918,LMPred,1.0,1.0,1.0,1.0
LMPred,CLS,722,esm2_t36_3B_UR50D,CLS,0.850964737192282,0.8503989361702128,0.8506817426005986,0.7013636733624948,0.9056746039316612,0.8951830381789612,LMPred,2.0,2.0,8.0,9.0
LMPred,CLS,724,esm2_t33_650M_UR50D,CLS,0.8290086493679308,0.831781914893617,0.8303957432657133,0.6607934874707547,0.8864229156921853,0.8691712320040769,LMPred,16.0,16.0,15.0,16.0
LMPred,CLS,726,esm2_t30_150M_UR50D,CLS,0.8310046573519627,0.8417553191489362,0.8363817758563352,0.6728004556554597,0.90973546277692,0.9149391819198482,LMPred,11.5,11.0,4.0,2.0
LMPred,CLS,728,esm2_t12_35M_UR50D,CLS,0.8376580172987359,0.8457446808510638,0.8417026937146658,0.6834262804929174,0.906611641905148,0.9144662802055462,LMPred,7.0,7.0,6.0,4.0
LMPred,CLS,730,esm2_t6_8M_UR50D,CLS,0.8423153692614771,0.855718085106383,0.8490189557698703,0.6980983102303063,0.9103679489463486,0.9145193655242704,LMPred,3.0,3.0,2.0,3.0
LMPred,CLS,732,esm1v_t33_650M_UR90S_1,CLS,0.8356620093147039,0.848404255319149,0.8420352510808115,0.6841237688537873,0.8965627039772148,0.8831174087994224,LMPred,6.0,6.0,12.0,14.0
LMPred,CLS,734,esm1v_t33_650M_UR90S_2,CLS,0.8349966733200266,0.8164893617021277,0.8257399401396741,0.6515950030381726,0.8814220102653777,0.8641093256748914,LMPred,17.0,17.0,18.0,18.0
LMPred,CLS,736,esm1v_t33_650M_UR90S_3,CLS,0.8449767132401863,0.8397606382978723,0.8423678084469571,0.684745833245776,0.8949984689626448,0.8838791831231155,LMPred,5.0,5.0,13.0,13.0
LMPred,CLS,738,esm1v_t33_650M_UR90S_4,CLS,0.83166999334664,0.8297872340425532,0.830728300631859,0.6614581052326343,0.8970766192055694,0.8861567644852139,LMPred,15.0,15.0,11.0,11.0
LMPred,CLS,740,esm1v_t33_650M_UR90S_5,CLS,0.8429807052561543,0.8424202127659575,0.8427003658131028,0.6854009180221118,0.8977564427000221,0.8850379913931004,LMPred,4.0,4.0,10.0,12.0
LMPred,CLS,742,esm1b_t33_650M_UR50S,CLS,0.8363273453093812,0.8371010638297872,0.8367143332224809,0.6734287070490473,0.9055554602342468,0.8968859709658696,LMPred,10.0,10.0,9.0,8.0
LMPred,CLS,744,esm1_t34_670M_UR50S,CLS,0.8396540252827678,0.8291223404255319,0.8343864316594612,0.6688118707420476,0.8841678565288481,0.864305741354171,LMPred,13.5,13.0,16.0,17.0
LMPred,CLS,746,esm1_t34_670M_UR50D,CLS,0.8310046573519627,0.8377659574468085,0.8343864316594612,0.668786887097385,0.8896932031276874,0.8741873522458629,LMPred,13.5,14.0,14.0,15.0
LMPred,CLS,748,esm1_t34_670M_UR100,CLS,0.8236859614105123,0.8271276595744681,0.8254073827735284,0.6508179396090285,0.8793787197641593,0.8568209326028793,LMPred,18.0,18.0,19.0,19.0
LMPred,CLS,750,esm1_t12_85M_UR50S,CLS,0.8349966733200266,0.8457446808510638,0.8403724642500832,0.6807823135554978,0.9065161009079308,0.909307935547345,LMPred,9.0,9.0,7.0,5.0
LMPred,CLS,752,esm1_t6_43M_UR50S,CLS,0.8409846972721224,0.831781914893617,0.8363817758563352,0.6727936969406947,0.9091164795179624,0.9085081167452328,LMPred,11.5,12.0,5.0,6.0
LMPred,CLS,754,Tape_bert-base,CLS,0.8183632734530938,0.817154255319149,0.8177585633521782,0.635517809911184,0.8833183769734271,0.8885199459237553,LMPred,19.0,19.0,17.0,10.0
LMPred,CLS,756,ProtTrans_Prot_albert,CLS,0.8236859614105123,0.8583776595744681,0.8410375789823744,0.6824797850966446,0.9098913740414816,0.9015809250293738,LMPred,8.0,8.0,3.0,7.0
LMPred,CLS,758,ProtTrans_Prot_bert_bfd,CLS,0.8010645375914837,0.769281914893617,0.7851679414699035,0.5706312697075895,0.8568101112315467,0.8445787945385823,LMPred,21.0,21.0,20.0,20.0
LMPred,CLS,760,ProtTrans_Prot_bert,CLS,0.7984031936127745,0.7878989361702128,0.7931493182573994,0.5863332562969787,0.8468740912868321,0.8349314226157614,LMPred,20.0,20.0,21.0,21.0
