Dataset,Type,,Name,Type,SN,SP,ACC,MCC,AUPR,AUC,Dataset,ACC_Rank,MCC_Rank,AUPR_Rank,AUC_Rank
ABP,Mean,179,ProtTrans_Prot_xlnet,Mean,0.9008849557522124,0.8991150442477877,0.9,0.8000012530376374,0.9638343418409916,0.956243332376154,ABP,24.0,24.0,21.0,22.0
ABP,Weight,161,esm2_t48_15B_UR50D,Weight,0.9292035398230089,0.967551622418879,0.948377581120944,0.8974152634357222,0.98508817866089,0.9804721504337762,ABP,1.0,1.0,1.0,1.0
ABP,Weight,162,esm2_t36_3B_UR50D,Weight,0.8973451327433628,0.9663716814159292,0.931858407079646,0.8657818569105299,0.9810386780354922,0.975790673593164,ABP,6.5,6.0,4.0,4.0
ABP,Weight,163,esm2_t33_650M_UR50D,Weight,0.896165191740413,0.9610619469026548,0.928613569321534,0.859038004743594,0.9802450018456288,0.9739426214529984,ABP,12.0,12.0,6.0,6.0
ABP,Weight,164,esm2_t30_150M_UR50D,Weight,0.8808259587020649,0.9634218289085544,0.9221238938053096,0.8471423683848819,0.9755292771400876,0.9677193898417172,ABP,17.0,17.0,18.0,18.0
ABP,Weight,165,esm2_t12_35M_UR50D,Weight,0.8831858407079646,0.9480825958702064,0.9156342182890856,0.8330244657148823,0.972148037735846,0.9635008397072772,ABP,20.0,20.0,20.0,20.0
ABP,Weight,166,esm2_t6_8M_UR50D,Weight,0.8607669616519174,0.9569321533923304,0.908849557522124,0.8215064787175254,0.9698685532135016,0.9616989062051322,ABP,22.0,22.0,21.0,21.0
ABP,Weight,167,esm1v_t33_650M_UR90S_1,Weight,0.8991150442477877,0.9651917404129794,0.9321533923303836,0.8661998236556941,0.97875805286754,0.9721492155480722,ABP,4.5,4.0,13.0,13.0
ABP,Weight,168,esm1v_t33_650M_UR90S_2,Weight,0.8955752212389381,0.9657817109144544,0.930678466076696,0.8634876050225375,0.979372350061158,0.9725996119073104,ABP,9.5,9.0,10.0,11.0
ABP,Weight,169,esm1v_t33_650M_UR90S_3,Weight,0.8997050147492626,0.966961651917404,0.9333333333333332,0.8686335058079953,0.9800614555740726,0.973953933571758,ABP,3.0,3.0,7.0,5.0
ABP,Weight,170,esm1v_t33_650M_UR90S_4,Weight,0.896165191740413,0.9628318584070796,0.9294985250737464,0.86091231908073,0.9792218032656832,0.9728119316748028,ABP,11.0,11.0,11.0,10.0
ABP,Weight,171,esm1v_t33_650M_UR90S_5,Weight,0.8973451327433628,0.9657817109144544,0.9315634218289084,0.8651552269320502,0.9797049822440804,0.973225433123624,ABP,8.0,7.0,8.0,8.0
ABP,Weight,172,esm1b_t33_650M_UR50S,Weight,0.8908554572271387,0.9646017699115044,0.9277286135693216,0.8577929687343275,0.9779832357858738,0.9702150172727352,ABP,13.0,13.0,14.0,16.0
ABP,Weight,173,esm1_t34_670M_UR50S,Weight,0.9144542772861356,0.9557522123893806,0.935103244837758,0.8709495172908754,0.9825559296566528,0.9771380339537594,ABP,2.0,2.0,2.0,2.0
ABP,Weight,174,esm1_t34_670M_UR50D,Weight,0.9050147492625368,0.9498525073746312,0.927433628318584,0.8557278775758339,0.9815237878696044,0.976103236136128,ABP,14.0,14.0,3.0,3.0
ABP,Weight,175,esm1_t34_670M_UR100,Weight,0.9091445427728614,0.9545722713864306,0.931858407079646,0.8646094128460702,0.9804005093096612,0.973659122353617,ABP,6.5,8.0,5.0,7.0
ABP,Weight,176,esm1_t12_85M_UR50S,Weight,0.903244837758112,0.9581120943952802,0.930678466076696,0.8626563880985255,0.9791347266544004,0.972423838985042,ABP,9.5,10.0,12.0,12.0
ABP,Weight,177,esm1_t6_43M_UR50S,Weight,0.9020648967551622,0.9622418879056048,0.9321533923303836,0.8658759920714222,0.979429907447088,0.9731641736497249,ABP,4.5,5.0,9.0,9.0
ABP,Weight,178,Tape_bert-base,Weight,0.8914454277286136,0.9410029498525072,0.9162241887905604,0.8334724893051406,0.9732016927675908,0.9647556147266384,ABP,19.0,19.0,19.0,19.0
ABP,Weight,179,ProtTrans_Prot_albert,Weight,0.8938053097345132,0.9575221238938052,0.9256637168141592,0.8530608367641087,0.9772109814126912,0.9707597392991708,ABP,15.0,15.0,16.0,15.0
ABP,Weight,180,ProtTrans_Prot_bert_bfd,Weight,0.8749262536873156,0.9480825958702064,0.911504424778761,0.8252200391142898,0.968032301819308,0.9594194272587256,ABP,21.0,21.0,22.0,22.0
ABP,Weight,181,ProtTrans_Prot_bert,Weight,0.8601769911504424,0.9404129793510324,0.9002949852507375,0.8031795050178473,0.9669962290677292,0.9576860625995248,ABP,24.0,24.0,23.0,23.0
ABP,Weight,182,ProtTrans_Prot_t5_xl_bfd,Weight,0.8843657817109144,0.9510324483775812,0.9176991150442478,0.8372608817433472,0.9763291677403418,0.9699097640988156,ABP,18.0,18.0,17.0,17.0
ABP,Weight,183,ProtTrans_Prot_t5_xl_uniref50,Weight,0.8902654867256637,0.959882005899705,0.9250737463126844,0.8522151139495155,0.9779408976158176,0.971949078062321,ABP,16.0,16.0,15.0,14.0
ABP,Weight,444,ProtTrans_Prot_xlnet,Weight,0.8749262536873156,0.9297935103244838,0.9023598820058996,0.8059337762783485,0.9658462695265392,0.95680545766222,ABP,23.0,23.0,24.0,24.0
AFP,CLS,180,esm2_t48_15B_UR50D,CLS,0.958139534883721,0.9488372093023256,0.9534883720930232,0.9070159885607864,0.9875384800725184,0.9866306111411574,AFP,1.0,1.0,1.0,1.0
AFP,CLS,182,esm2_t36_3B_UR50D,CLS,0.9116279069767442,0.9116279069767442,0.9116279069767442,0.8232558139534883,0.9609806565533388,0.959286100594916,AFP,20.0,20.0,13.0,13.0
AFP,CLS,184,esm2_t33_650M_UR50D,CLS,0.9395348837209302,0.9395348837209302,0.9395348837209302,0.8790697674418605,0.9634491480195568,0.9628123309897242,AFP,7.0,8.0,11.0,9.0
AFP,CLS,186,esm2_t30_150M_UR50D,CLS,0.9488372093023256,0.8883720930232558,0.9186046511627908,0.838743942912112,0.9452079734767184,0.939902650081125,AFP,18.0,18.0,20.0,20.0
AFP,CLS,188,esm2_t12_35M_UR50D,CLS,0.916279069767442,0.9302325581395348,0.9232558139534884,0.8465940477808277,0.9513971948390368,0.946901027582477,AFP,15.0,15.0,17.0,17.0
AFP,CLS,190,esm2_t6_8M_UR50D,CLS,0.9255813953488372,0.9069767441860463,0.916279069767442,0.8327022648928171,0.9490367978588892,0.9457544618712818,AFP,19.0,19.0,19.0,18.0
AFP,CLS,192,esm1v_t33_650M_UR90S_1,CLS,0.9534883720930232,0.9348837209302324,0.944186046511628,0.8885258804163579,0.9680472575712344,0.9650189291508924,AFP,2.0,2.0,7.0,7.0
AFP,CLS,194,esm1v_t33_650M_UR90S_2,CLS,0.9255813953488372,0.9395348837209302,0.9325581395348838,0.8652005103694173,0.9691656956221264,0.9666846944294212,AFP,11.5,12.0,5.0,6.0
AFP,CLS,196,esm1v_t33_650M_UR90S_3,CLS,0.9534883720930232,0.916279069767442,0.9348837209302324,0.8703701783197387,0.9642858825691242,0.962520281233099,AFP,9.5,10.0,10.0,10.0
AFP,CLS,198,esm1v_t33_650M_UR90S_4,CLS,0.944186046511628,0.9348837209302324,0.9395348837209302,0.8791078042973774,0.966725845188734,0.96388318009735,AFP,7.0,6.5,8.0,8.0
AFP,CLS,200,esm1v_t33_650M_UR90S_5,CLS,0.9348837209302324,0.944186046511628,0.9395348837209302,0.8791078042973774,0.9700252052941156,0.9684153596538668,AFP,7.0,6.5,4.0,4.0
AFP,CLS,202,esm1b_t33_650M_UR50S,CLS,0.9627906976744186,0.9069767441860463,0.9348837209302324,0.8711253639704274,0.9688614344413884,0.9682963764196862,AFP,9.5,9.0,6.0,5.0
AFP,CLS,204,esm1_t34_670M_UR50S,CLS,0.9767441860465116,0.9069767441860463,0.9418604651162792,0.8858795678282981,0.9552317936407508,0.9528610059491616,AFP,4.0,3.0,15.0,15.0
AFP,CLS,206,esm1_t34_670M_UR50D,CLS,0.9348837209302324,0.9488372093023256,0.9418604651162792,0.8838069729580069,0.9767673466296124,0.976473769605192,AFP,4.0,4.5,3.0,3.0
AFP,CLS,208,esm1_t34_670M_UR100,CLS,0.9348837209302324,0.9488372093023256,0.9418604651162792,0.8838069729580069,0.9843324308382094,0.9837966468361276,AFP,4.0,4.5,2.0,2.0
AFP,CLS,210,esm1_t12_85M_UR50S,CLS,0.9488372093023256,0.916279069767442,0.9325581395348838,0.8655751695955552,0.964447590614086,0.961665765278529,AFP,11.5,11.0,9.0,11.0
AFP,CLS,212,esm1_t6_43M_UR50S,CLS,0.944186046511628,0.8976744186046511,0.9209302325581395,0.8427725568952911,0.9490984212404322,0.945181179015684,AFP,16.5,16.0,18.0,19.0
AFP,CLS,214,Tape_bert-base,CLS,0.944186046511628,0.9116279069767442,0.927906976744186,0.856267909707431,0.9598073556616052,0.9560086533261222,AFP,14.0,14.0,14.0,14.0
AFP,CLS,216,ProtTrans_Prot_albert,CLS,0.9348837209302324,0.9255813953488372,0.9302325581395348,0.8605023481217716,0.962254896157412,0.9612006489994592,AFP,13.0,13.0,12.0,12.0
AFP,CLS,218,ProtTrans_Prot_bert_bfd,CLS,0.9302325581395348,0.9116279069767442,0.9209302325581395,0.8420062008134073,0.9546553413089124,0.9528177393185506,AFP,16.5,17.0,16.0,16.0
AFP,CLS,220,ProtTrans_Prot_bert,CLS,0.8790697674418605,0.8930232558139535,0.8860465116279069,0.7721681974264692,0.931821492725224,0.9234072471606274,AFP,21.0,21.0,21.0,21.0
AFP,Mean,181,esm2_t48_15B_UR50D,Mean,0.944186046511628,0.9302325581395348,0.9372093023255814,0.8745037416637121,0.9882440542335986,0.9875175770686856,AFP,6.0,5.5,1.0,1.0
AFP,Mean,183,esm2_t36_3B_UR50D,Mean,0.9209302325581395,0.944186046511628,0.9325581395348838,0.865350315670578,0.970535863908428,0.9689021092482424,AFP,12.5,12.0,9.0,8.0
AFP,Mean,185,esm2_t33_650M_UR50D,Mean,0.9395348837209302,0.9116279069767442,0.9255813953488372,0.8514944269333105,0.953019478340024,0.9498323418063818,AFP,18.5,18.0,21.0,20.0
AFP,Mean,187,esm2_t30_150M_UR50D,Mean,0.9209302325581395,0.9255813953488372,0.9232558139534884,0.8465207844820205,0.9657061513841492,0.9643699296917252,AFP,20.0,20.0,15.0,15.0
AFP,Mean,189,esm2_t12_35M_UR50D,Mean,0.9302325581395348,0.9395348837209302,0.9348837209302324,0.8698050762095746,0.963914288258271,0.9610816657652784,AFP,9.5,10.5,16.0,16.0
AFP,Mean,191,esm2_t6_8M_UR50D,Mean,0.9116279069767442,0.9023255813953488,0.9069767441860463,0.813988707682757,0.9497180488709326,0.9469334775554352,AFP,24.0,24.0,23.0,22.0
AFP,Mean,193,esm1v_t33_650M_UR90S_1,Mean,0.944186046511628,0.9302325581395348,0.9372093023255814,0.8745037416637121,0.9759495360239128,0.9751974040021634,AFP,6.0,5.5,6.0,5.0
AFP,Mean,195,esm1v_t33_650M_UR90S_2,Mean,0.9302325581395348,0.9255813953488372,0.927906976744186,0.8558232106851197,0.9764783047493308,0.9752839372633856,AFP,15.5,17.0,5.0,4.0
AFP,Mean,197,esm1v_t33_650M_UR90S_3,Mean,0.916279069767442,0.9395348837209302,0.927906976744186,0.8560454735665932,0.9685214485347076,0.9677555435370472,AFP,15.5,14.5,12.0,11.0
AFP,Mean,199,esm1v_t33_650M_UR90S_4,Mean,0.958139534883721,0.9302325581395348,0.944186046511628,0.8887182270178268,0.9703698123332912,0.9686749594375338,AFP,3.0,3.0,10.0,9.0
AFP,Mean,201,esm1v_t33_650M_UR90S_5,Mean,0.9348837209302324,0.9302325581395348,0.9325581395348838,0.8651256368882188,0.9612734748576038,0.9598377501352082,AFP,12.5,13.0,18.0,18.0
AFP,Mean,203,esm1b_t33_650M_UR50S,Mean,0.9395348837209302,0.916279069767442,0.927906976744186,0.8560454735665932,0.9752494161451514,0.9746673877771768,AFP,15.5,14.5,7.0,7.0
AFP,Mean,205,esm1_t34_670M_UR50S,Mean,0.944186046511628,0.9255813953488372,0.9348837209302324,0.8699180085751776,0.9593804826803024,0.957577068685776,AFP,9.5,9.0,19.0,19.0
AFP,Mean,207,esm1_t34_670M_UR50D,Mean,0.9395348837209302,0.9302325581395348,0.9348837209302324,0.8698050762095746,0.9619458019469576,0.9601406165494862,AFP,9.5,10.5,17.0,17.0
AFP,Mean,209,esm1_t34_670M_UR100,Mean,0.9395348837209302,0.9534883720930232,0.9465116279069768,0.8931102042523017,0.9787912177672754,0.9759329367225528,AFP,1.5,1.5,3.0,3.0
AFP,Mean,211,esm1_t12_85M_UR50S,Mean,0.9302325581395348,0.9116279069767442,0.9209302325581395,0.8420062008134073,0.9536966163526204,0.9491076257436452,AFP,21.5,22.0,20.0,21.0
AFP,Mean,213,esm1_t6_43M_UR50S,Mean,0.944186046511628,0.8976744186046511,0.9209302325581395,0.8427725568952911,0.9494470673611438,0.9456138453217956,AFP,21.5,21.0,24.0,24.0
AFP,Mean,215,Tape_bert-base,Mean,0.9488372093023256,0.9209302325581395,0.9348837209302324,0.8701063269755686,0.9675068246260202,0.964791779340184,AFP,9.5,8.0,13.0,14.0
AFP,Mean,217,ProtTrans_Prot_albert,Mean,0.9395348837209302,0.9348837209302324,0.9372093023255814,0.8744280630913179,0.9697155147686756,0.9677230935640888,AFP,6.0,7.0,11.0,12.0
AFP,Mean,219,ProtTrans_Prot_bert_bfd,Mean,0.9255813953488372,0.9069767441860463,0.916279069767442,0.8327022648928171,0.9660355773382032,0.9670308274743104,AFP,23.0,23.0,14.0,13.0
AFP,Mean,221,ProtTrans_Prot_bert,Mean,0.9302325581395348,0.9209302325581395,0.9255813953488372,0.8511996200339687,0.9505736148114616,0.9468361276365604,AFP,18.5,19.0,22.0,23.0
AFP,Mean,222,ProtTrans_Prot_t5_xl_bfd,Mean,0.9534883720930232,0.9395348837209302,0.9465116279069768,0.8931102042523017,0.9856078099242512,0.9842076798269336,AFP,1.5,1.5,2.0,2.0
AFP,Mean,223,ProtTrans_Prot_t5_xl_uniref50,Mean,0.9209302325581395,0.9348837209302324,0.927906976744186,0.8558972790751225,0.978419402899546,0.9747971876690102,AFP,15.5,16.0,4.0,6.0
AFP,Mean,224,ProtTrans_Prot_xlnet,Mean,0.944186046511628,0.9348837209302324,0.9395348837209302,0.8791078042973774,0.9708308978126484,0.9683829096809086,AFP,4.0,4.0,8.0,10.0
AFP,Weight,345,esm2_t48_15B_UR50D,Weight,0.944186046511628,0.958139534883721,0.9511627906976744,0.9024134355465964,0.991098679512354,0.9888588426176312,AFP,1.0,1.0,1.0,1.0
AFP,Weight,346,esm2_t36_3B_UR50D,Weight,0.8930232558139535,0.9674418604651164,0.9302325581395348,0.8628577421666626,0.9836696673603044,0.981352082206598,AFP,12.0,12.0,13.0,11.0
AFP,Weight,347,esm2_t33_650M_UR50D,Weight,0.8790697674418605,0.972093023255814,0.9255813953488372,0.8548695596367046,0.9844594548962864,0.9824337479718768,AFP,16.5,16.0,9.0,7.0
AFP,Weight,348,esm2_t30_150M_UR50D,Weight,0.8186046511627907,0.9767441860465116,0.8976744186046511,0.8054844290320163,0.9783105828024192,0.9749918875067604,AFP,21.0,21.0,20.0,20.0
AFP,Weight,349,esm2_t12_35M_UR50D,Weight,0.8093023255813954,0.9906976744186048,0.9,0.8134956869224166,0.9764028223478372,0.973001622498648,AFP,20.0,20.0,21.0,21.0
AFP,Weight,350,esm2_t6_8M_UR50D,Weight,0.7581395348837209,0.972093023255814,0.8651162790697674,0.7475427716358242,0.970582912125558,0.9677230935640888,AFP,23.0,23.0,22.0,22.0
AFP,Weight,351,esm1v_t33_650M_UR90S_1,Weight,0.8930232558139535,0.9627906976744186,0.927906976744186,0.8579044235810886,0.9816350549800535,0.978042184964846,AFP,14.5,14.0,17.0,17.0
AFP,Weight,352,esm1v_t33_650M_UR90S_2,Weight,0.9069767441860463,0.9534883720930232,0.9302325581395348,0.8613973647824799,0.9808009108497284,0.976722552731206,AFP,12.0,13.0,19.0,19.0
AFP,Weight,353,esm1v_t33_650M_UR90S_3,Weight,0.9209302325581395,0.958139534883721,0.9395348837209302,0.8796789502803777,0.9851040075135812,0.981157382368848,AFP,4.0,4.0,6.0,12.0
AFP,Weight,354,esm1v_t33_650M_UR90S_4,Weight,0.9069767441860463,0.9674418604651164,0.9372093023255814,0.8760214514859836,0.9833700314812864,0.9798161168199028,AFP,5.5,6.0,15.0,15.0
AFP,Weight,355,esm1v_t33_650M_UR90S_5,Weight,0.8930232558139535,0.9813953488372092,0.9372093023255814,0.8778531763328238,0.9837841070130432,0.9798810167658192,AFP,5.5,5.0,11.0,14.0
AFP,Weight,356,esm1b_t33_650M_UR50S,Weight,0.8883720930232558,0.972093023255814,0.9302325581395348,0.8634966455869623,0.9833981820018108,0.9801622498647916,AFP,12.0,11.0,14.0,13.0
AFP,Weight,357,esm1_t34_670M_UR50S,Weight,0.9534883720930232,0.944186046511628,0.9488372093023256,0.8977132604729834,0.9867396859053392,0.984878312601406,AFP,2.0,2.0,3.0,3.0
AFP,Weight,358,esm1_t34_670M_UR50D,Weight,0.9255813953488372,0.9627906976744186,0.944186046511628,0.8889877222410165,0.9872374353032822,0.9858734451054624,AFP,3.0,3.0,2.0,2.0
AFP,Weight,359,esm1_t34_670M_UR100,Weight,0.8837209302325582,0.9627906976744186,0.9232558139534884,0.8491703082830457,0.9838182143664904,0.9820227149810709,AFP,18.0,18.0,10.0,9.0
AFP,Weight,360,esm1_t12_85M_UR50S,Weight,0.8976744186046511,0.9534883720930232,0.9255813953488372,0.8524916663453915,0.9845013264455624,0.9828447809626826,AFP,16.5,17.0,8.0,6.0
AFP,Weight,361,esm1_t6_43M_UR50S,Weight,0.916279069767442,0.9395348837209302,0.927906976744186,0.8560454735665932,0.985212145845326,0.9831909140075716,AFP,14.5,15.0,5.0,5.0
AFP,Weight,362,Tape_bert-base,Weight,0.9116279069767442,0.958139534883721,0.9348837209302324,0.8707097687260742,0.985410875207864,0.983472147106544,AFP,8.5,9.0,4.0,4.0
AFP,Weight,363,ProtTrans_Prot_albert,Weight,0.9209302325581395,0.9488372093023256,0.9348837209302324,0.8701063269755686,0.9848057733292824,0.982065981611682,AFP,8.5,10.0,7.0,8.0
AFP,Weight,364,ProtTrans_Prot_bert_bfd,Weight,0.786046511627907,0.9767441860465116,0.8813953488372093,0.777050494668376,0.9675624403736596,0.963634396971336,AFP,22.0,22.0,23.0,23.0
