Dataset_model_name,Type,SN,SP,ACC,MCC,AUPR,AUC
Sharma_AVP_esm2_t33_650M_UR50D,Weight,0.8704156479217604,0.8863080684596577,0.878361858190709,0.7568192969750442,0.95277059359777,0.9524363197254918
Nishant_AVP_esm2_t48_15B_UR50D,Weight,0.8833333333333333,0.7555555555555555,0.8285714285714286,0.648075049917217,0.9465572500396412,0.9174074074074072
Nishant_AVP_esm2_t36_3B_UR50D,Weight,0.8666666666666667,0.7111111111111111,0.8,0.5887840577551898,0.9085474885381948,0.8751851851851851
Nishant_AVP_esm2_t33_650M_UR50D,Weight,0.8666666666666667,0.5777777777777777,0.7428571428571429,0.4700355771641709,0.9180731509715846,0.8725925925925926
AFP_esm2_t48_15B_UR50D,Weight,0.944186046511628,0.958139534883721,0.9511627906976744,0.9024134355465964,0.991098679512354,0.9888588426176312
AFP_esm2_t36_3B_UR50D,Weight,0.8930232558139535,0.9674418604651164,0.9302325581395348,0.8628577421666626,0.9836696673603044,0.981352082206598
AFP_esm2_t33_650M_UR50D,Weight,0.8790697674418605,0.972093023255814,0.9255813953488372,0.8548695596367046,0.9844594548962864,0.9824337479718768
Sharma_AFP_esm2_t48_15B_UR50D,Weight,0.9071791153009428,0.9253081943437274,0.916243654822335,0.8326241474751301,0.9747432730276264,0.9711522837380978
Sharma_AFP_esm2_t36_3B_UR50D,Weight,0.8861493836113126,0.9086294416243654,0.897389412617839,0.794979723317344,0.9638119283969122,0.9573857526210258
Sharma_AFP_esm2_t33_650M_UR50D,Weight,0.8977519941986947,0.911530094271211,0.9046410442349528,0.8093589148625023,0.9669765100772684,0.9583817345124552
AVP_esm2_t48_15B_UR50D,Weight,0.7592295345104334,0.8972712680577849,0.8282504012841091,0.6628466222970713,0.9162679749766162,0.8987192402525963
AVP_esm2_t36_3B_UR50D,Weight,0.5987158908507223,0.9261637239165328,0.7624398073836276,0.5555050180356973,0.8715558651742271,0.8527190702060397
AVP_esm2_t33_650M_UR50D,Weight,0.5858747993579454,0.9309791332263242,0.7584269662921348,0.5506856769280799,0.8672630422981238,0.847277580392086
MAMP_pred_balance_esm2_t48_15B_UR50D,Weight,0.9154929577464788,0.821273516642547,0.8373349339735895,0.6021398215440035,0.5784728914335967,0.9159018874462403
MAMP_pred_balance_esm2_t36_3B_UR50D,Weight,0.9190140845070424,0.8219971056439942,0.8385354141656662,0.6056089158639664,0.5884220754460041,0.9221390208108272
MAMP_pred_balance_esm2_t33_650M_UR50D,Weight,0.9049295774647887,0.8422575976845152,0.8529411764705882,0.622357481930683,0.5704211918424441,0.916154124457308
AmPEP_esm2_t33_650M_UR50D,Weight,0.97643566219713,0.9599106092684074,0.9681731357327688,0.9365560372468126,0.989872522639877,0.9921060000693928
AmPEP_esm2_t36_3B_UR50D,Weight,0.9755201129146084,0.9598993178075746,0.9677097153610916,0.935610515104032,0.9909594277321528,0.9924270507693512
AmPEP_esm2_t48_15B_UR50D,Weight,0.9761279698894376,0.9644958833215714,0.9703119266055046,0.9407563642465616,0.9907082510084592,0.9926512216915933
GD_esm2_t33_650M_UR50D,Weight,0.9699241887404806,0.955797527957622,0.9628606991816498,0.925816091544828,0.9875208362089838,0.9899032665907204
GD_esm2_t36_3B_UR50D,Weight,0.9703351560289256,0.9587404355503236,0.9645379010256836,0.9291421301107836,0.987497340116521,0.9901496887365936
GD_esm2_t48_15B_UR50D,Weight,0.9679221101498042,0.9603884638022366,0.9641551757518216,0.9283436007981776,0.9872609507752524,0.9902535191985616
